%time,field.obs0.id,field.obs0.x,field.obs0.y,field.obs0.relspeed,field.obs0.width,field.obs0.length,field.obs0.height,field.obs0.speed,field.obs0.classification,field.obs1.id,field.obs1.x,field.obs1.y,field.obs1.relspeed,field.obs1.width,field.obs1.length,field.obs1.height,field.obs1.speed,field.obs1.classification,field.isvalid
1517122727273062659,42,31.625,-2.25,-5.0625,0.600000023842,0.0,0.0,0.0,3,44,35.375,1.0625,0.0,0.649999976158,0.0,0.0,0.0,3,1
1517122727372723564,42,31.125,-2.1875,-4.5625,0.600000023842,0.0,0.0,0.0,3,44,38.125,1.0625,0.0,0.649999976158,0.0,0.0,0.0,3,1
1517122727473245880,42,30.6875,-2.125,-4.3125,0.600000023842,0.0,0.0,0.0,3,44,38.125,1.0625,0.0,0.649999976158,0.0,0.0,0.0,3,1
1517122727571435259,42,29.75,-2.0625,-4.875,0.600000023842,0.0,0.0,0.0,3,44,37.1875,0.9375,0.0,0.649999976158,0.0,0.0,0.0,3,1
1517122727667910537,42,30.25,-2.125,-5.4375,0.600000023842,0.0,0.0,0.0,3,44,35.3125,0.8125,0.0,0.649999976158,0.0,0.0,0.0,3,1
1517122727765098522,42,30.625,-2.1875,-6.0625,0.600000023842,0.0,0.0,0.0,3,44,35.125,0.75,0.0,0.649999976158,0.0,0.0,0.0,3,1
1517122727866190640,42,30.6875,-2.0625,-5.875,0.649999976158,0.0,0.0,0.0,3,44,34.875,0.6875,0.0,0.649999976158,0.0,0.0,0.0,3,1
1517122727962601003,42,30.4375,-1.9375,-6.125,0.649999976158,0.0,0.0,0.0,3,44,34.875,0.625,0.0,0.649999976158,0.0,0.0,0.0,3,1
1517122728061425432,42,30.25,-1.875,-7.625,0.649999976158,0.0,0.0,0.0,3,44,37.375,0.625,0.0,0.649999976158,0.0,0.0,0.0,3,1
1517122728162762446,42,30.0625,-1.875,-9.125,0.649999976158,0.0,0.0,0.0,3,44,37.0,0.5,0.0,0.649999976158,0.0,0.0,0.0,3,1
1517122728259744815,42,29.5625,-1.875,-8.6875,0.649999976158,0.0,0.0,0.0,3,44,36.8125,0.5,0.0,0.649999976158,0.0,0.0,0.0,3,1
1517122728359297157,42,29.125,-1.8125,-7.0625,0.649999976158,0.0,0.0,0.0,3,44,36.8125,0.4375,0.0,0.649999976158,0.0,0.0,0.0,3,1
1517122728458242141,42,28.9375,-1.75,-3.25,0.649999976158,0.0,0.0,0.0,3,44,36.375,0.3125,0.0,0.649999976158,0.0,0.0,0.0,3,1
1517122728554579844,42,29.5,-1.75,0.0,0.649999976158,0.0,0.0,0.0,3,44,36.25,0.3125,0.0,0.649999976158,0.0,0.0,0.0,3,1
1517122728654187239,44,36.1875,0.25,0.0,0.649999976158,0.0,0.0,0.0,3,1
1517122728757496031,44,35.9375,0.125,0.0,0.649999976158,0.0,0.0,0.0,3,43,20.4375,-0.6875,10.0,0.550000011921,0.0,0.0,0.0,3,1
1517122728854162133,44,35.875,0.125,0.0,0.649999976158,0.0,0.0,0.0,3,43,19.9375,-0.625,10.0,0.550000011921,0.0,0.0,0.0,3,1
1517122728954541768,43,19.9375,-0.5,-7.0,0.550000011921,0.0,0.0,0.0,3,44,35.8125,0.0625,0.0,0.649999976158,0.0,0.0,0.0,3,1
