%time,field.lefttype,field.righttype,field.leftconf,field.rightconf,field.curvature,field.heading,field.leftoffset,field.rightoffset
1517122730620756306,2,1,0,2,0.0,0.0,-1.91999995708,1.62000000477
1517122730724349094,2,1,0,2,0.0,0.0,-1.89999997616,1.62000000477
1517122730832506772,2,1,0,2,0.0,0.0,-1.87999999523,1.62000000477
1517122730931969270,2,1,0,2,0.0,0.0,-1.84000003338,1.63999998569
1517122731043762060,2,1,0,2,0.0,0.0,-1.82000005245,1.63999998569
1517122731146124152,2,1,0,2,0.0,0.0,-1.79999995232,1.65999996662
1517122731249823300,2,1,0,2,0.0,0.0,-1.77999997139,1.65999996662
1517122731351558243,2,1,0,2,0.0,0.0,-1.75999999046,1.65999996662
1517122731452158471,2,1,0,2,0.0,0.0,-1.74000000954,1.65999996662
1517122731562733930,2,1,0,2,0.0,0.0,-1.72000002861,1.67999994755
1517122731665601665,2,1,0,2,0.0,0.0,-1.70000004768,1.67999994755
1517122731765403391,2,1,0,2,0.0,0.0,-1.70000004768,1.67999994755
1517122731864583598,2,1,0,2,0.0,0.0,-1.65999996662,1.67999994755
1517122731964916199,2,1,0,2,0.0,0.0,-1.65999996662,1.70000004768
1517122732068720022,2,1,0,2,0.0,0.0,-1.63999998569,1.70000004768
1517122732165297839,0,1,1,2,0.0,0.0,-1.41999995708,1.70000004768
1517122732261804478,0,1,1,2,0.0,0.0,-1.41999995708,1.70000004768
1517122732357949703,0,1,1,2,0.0,0.0,-1.41999995708,1.70000004768
1517122732459729675,0,1,1,2,0.0,0.0,-1.41999995708,1.72000002861
1517122732556873097,0,1,1,2,0.0,0.0,-1.41999995708,1.72000002861
1517122732654072572,0,1,1,2,0.0,0.0,-1.41999995708,1.72000002861
1517122732756895631,0,1,3,2,0.0,0.0,-1.39999997616,1.74000000954
1517122732857541226,2,1,3,2,0.0,0.0,-1.37999999523,1.75999999046
1517122732963663389,0,1,2,2,0.0,0.0,-1.37999999523,1.75999999046
1517122733069996817,0,1,2,2,0.0,0.0,-1.37999999523,1.75999999046
1517122733169260029,0,1,2,2,0.0,0.0,-1.36000001431,1.77999997139
1517122733269572800,0,1,2,2,0.0,0.0,-1.36000001431,1.79999995232
1517122733369036407,0,1,2,2,0.0,0.0,-1.36000001431,1.79999995232
1517122733469315465,0,1,2,2,0.0,0.0,-1.36000001431,1.79999995232
1517122733567530087,0,1,2,2,0.0,0.0,-1.36000001431,1.79999995232
1517122733665769787,0,1,2,2,0.0,0.0,-1.36000001431,1.79999995232
1517122733762113577,0,1,2,2,0.0,0.0,-1.36000001431,1.79999995232
1517122733861950330,0,1,2,2,0.0,0.0,-1.36000001431,1.79999995232
1517122733961821627,0,1,2,2,0.0,0.0,-1.36000001431,1.79999995232
1517122734056746838,0,1,2,2,0.0,0.0,-1.36000001431,1.79999995232
1517122734154750304,0,1,2,2,0.0,0.0,-1.36000001431,1.79999995232
1517122734255440098,0,1,2,2,0.0,0.0,-1.37999999523,1.79999995232
1517122734351140326,0,1,2,2,0.0,0.0,-1.37999999523,1.77999997139
1517122734449450065,0,1,2,2,0.0,0.0,-1.37999999523,1.75999999046
1517122734553784120,0,1,2,2,0.0,0.0,-1.37999999523,1.75999999046
1517122734659367170,0,1,2,2,0.0,0.0,-1.37999999523,1.75999999046
1517122734764032375,0,1,2,2,0.0,0.0,-1.37999999523,1.74000000954
1517122734859229618,0,1,2,2,0.0,0.0,-1.36000001431,1.75999999046
1517122734953131281,0,1,2,2,0.0,0.0,-1.36000001431,1.75999999046
