%time,field.siVehicleSpeed,field.siSteeringAngle,field.siSteeringVelocity,field.siTargetSteeringAngle,field.siTargetSteeringVelocity,field.siTargetTorque,field.siTargetBrakePressure,field.siBrakePressure,field.siSteeringTorqueVoltage,field.siSteeringDAC_A,field.siSteeringDAC_B,field.siAcceleratorPedal
1517122729216281850,22.66,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.49641601562,2.49641601562,0.0
1517122729312502914,22.41,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.49641601562,2.49641601562,0.0
1517122729424110851,22.25,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.49641601562,2.49641601562,0.0
1517122729520111074,22.05,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.49641601562,2.49641601562,0.0
1517122729632071683,21.74,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.49641601562,2.49641601562,0.0
1517122729727975738,21.32,7.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.49641601562,2.49641601562,0.0
1517122729839982576,20.85,7.1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122729935760088,20.39,4.5,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122730047747938,19.79,2.2,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122730159514756,19.29,1.3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122730255448083,18.85,0.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122730367394091,18.37,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122730463460260,17.98,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122730575504260,17.76,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122730671231832,17.56,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122730783945321,17.42,-0.9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122730894987453,17.23,-1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122730990927570,17.22,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,19.75
1517122731103073813,17.64,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,27.0
1517122731198753153,17.68,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,27.0
1517122731311304154,18.22,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,27.0
1517122731406762278,18.65,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,26.625
1517122731518519767,19.17,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,25.375
1517122731630461939,19.52,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,21.625
1517122731726393105,20.08,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,20.75
1517122731838537081,20.48,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,20.75
1517122731934348642,20.76,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,19.5
1517122732046177772,21.16,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,19.25
1517122732142098039,21.55,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122732254547747,21.71,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122732365932922,21.78,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122732461816688,21.78,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122732574337368,21.68,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122732669697989,21.6,-1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.49641601562,2.49641601562,0.0
1517122732781594281,21.47,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.49641601562,2.49641601562,0.0
1517122732879166628,21.32,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.49641601562,2.49641601562,0.0
1517122732989404640,21.16,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122733101437883,21.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122733197423072,20.83,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122733309208982,20.72,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122733405094830,20.57,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.49641601562,2.49641601562,0.0
1517122733517102308,20.32,-1.1,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.49641601562,2.49641601562,0.0
1517122733613000853,19.94,-1.8,12.0,0.0,0.0,0.0,0.0,6.0,0.0,2.49641601562,2.49641601562,0.0
1517122733724872789,19.53,-2.9,8.0,0.0,0.0,0.0,0.0,6.0,0.0,2.49641601562,2.49641601562,0.0
1517122733820830881,18.84,-3.3,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.49641601562,2.49641601562,0.0
1517122733932750997,18.14,-3.3,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.49641601562,2.49641601562,0.0
1517122734044927595,17.42,-3.2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.49641601562,2.49641601562,0.0
1517122734140630648,16.74,-3.2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.49641601562,2.49641601562,0.0
1517122734252564949,15.85,-3.3,4.0,0.0,0.0,0.0,0.0,3.0,0.0,2.49641601562,2.49641601562,0.0
1517122734348436844,15.08,-3.3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.49641601562,2.49641601562,0.0
1517122734460328255,14.36,-3.3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.49641601562,2.49641601562,0.0
1517122734556290970,13.67,-3.2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.49641601562,2.49641601562,0.0
1517122734668167207,12.8,-3.3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.49641601562,2.49641601562,0.0
1517122734780014853,12.05,-3.3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.49641601562,2.49641601562,0.0
1517122734875929005,11.35,-3.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.49641601562,2.49641601562,0.0
1517122734987814162,10.67,-3.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.49641601562,2.49641601562,0.0
