%time,field.lefttype,field.righttype,field.leftconf,field.rightconf,field.curvature,field.heading,field.leftoffset,field.rightoffset
1517122816404133351,2,1,0,2,0.0,0.0,-1.65999996662,1.87999999523
1517122816501811366,2,1,0,2,0.0,0.0,-1.63999998569,1.87999999523
1517122816597052267,2,1,0,2,0.0,0.0,-1.62000000477,1.89999997616
1517122816691237417,2,0,0,2,0.0,0.0,-1.60000002384,1.89999997616
1517122816797219989,2,0,0,2,0.0,0.0,-1.60000002384,1.89999997616
1517122816892816529,2,0,0,2,0.0,0.0,-1.58000004292,1.89999997616
1517122816988920713,0,0,1,2,0.0,0.0,-1.27999997139,1.91999995708
1517122817096079940,2,0,1,2,0.0,0.0,-1.27999997139,1.91999995708
1517122817194236261,0,0,1,2,0.0,0.0,-1.25999999046,1.91999995708
1517122817290334848,0,0,1,2,0.0,0.0,-1.25999999046,1.91999995708
1517122817392861976,0,0,1,2,0.0,0.0,-1.24000000954,1.91999995708
1517122817491690148,0,0,1,2,0.0,0.0,-1.22000002861,1.91999995708
1517122817587923269,0,0,3,2,0.0,0.0,-1.22000002861,1.91999995708
1517122817686097365,0,0,3,2,0.0,0.0,-1.22000002861,1.91999995708
1517122817784801481,2,0,1,2,0.0,0.0,-1.22000002861,1.91999995708
1517122817879033778,2,0,1,2,0.0,0.0,-1.22000002861,1.91999995708
1517122817974054335,2,0,1,2,0.0,0.0,-1.22000002861,1.91999995708
1517122818069342182,2,0,0,2,0.0,0.0,-1.22000002861,1.91999995708
1517122818163816714,2,0,0,2,0.0,0.0,-1.24000000954,1.91999995708
1517122818263249402,2,0,0,2,0.0,0.0,-1.24000000954,1.91999995708
1517122818360679028,2,0,0,2,0.0,0.0,-1.24000000954,1.89999997616
1517122818457670378,2,0,0,2,0.0,0.0,-1.24000000954,1.89999997616
1517122818554854464,2,0,0,2,0.0,0.0,-1.25999999046,1.89999997616
1517122818655833968,2,0,0,2,0.0,0.0,-1.25999999046,1.87999999523
1517122818751835610,2,0,0,2,0.0,0.0,-1.27999997139,1.86000001431
1517122818846524223,2,0,0,2,0.0,0.0,-1.27999997139,1.86000001431
1517122818947640918,2,1,0,2,0.0,0.0,-1.27999997139,1.86000001431
1517122819043824745,2,1,0,2,0.0,0.0,-1.29999995232,1.84000003338
1517122819145891705,2,1,0,2,0.0,0.0,-1.29999995232,1.84000003338
1517122819250740521,2,1,0,2,0.0,0.0,-1.32000005245,1.82000005245
1517122819347905960,2,1,0,2,0.0,0.0,-1.32000005245,1.79999995232
1517122819445036731,2,1,0,2,0.0,0.0,-1.34000003338,1.79999995232
1517122819539182140,2,1,0,2,0.0,0.0,-1.34000003338,1.79999995232
1517122819633901666,2,1,0,2,0.0,0.0,-1.34000003338,1.79999995232
1517122819731191514,2,1,0,2,0.0,0.0,-1.34000003338,1.79999995232
