%time,field.siVehicleSpeed,field.siSteeringAngle,field.siSteeringVelocity,field.siTargetSteeringAngle,field.siTargetSteeringVelocity,field.siTargetTorque,field.siTargetBrakePressure,field.siBrakePressure,field.siSteeringTorqueVoltage,field.siSteeringDAC_A,field.siSteeringDAC_B,field.siAcceleratorPedal
1517122812678705065,25.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,11.125
1517122812790582642,26.04,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,16.875
1517122812886544711,26.16,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,17.75
1517122812998455699,26.38,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,17.5
1517122813094380203,26.63,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,17.375
1517122813206431553,26.88,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,17.375
1517122813318189869,27.14,0.6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,16.875
1517122813414134605,27.27,1.8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,15.375
1517122813526149445,27.58,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,13.0
1517122813621959160,27.64,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122813733873062,27.71,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122813829902008,27.61,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122813941754125,27.51,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
