%time,field.siVehicleSpeed,field.siSteeringAngle,field.siSteeringVelocity,field.siTargetSteeringAngle,field.siTargetSteeringVelocity,field.siTargetTorque,field.siTargetBrakePressure,field.siBrakePressure,field.siSteeringTorqueVoltage,field.siSteeringDAC_A,field.siSteeringDAC_B,field.siAcceleratorPedal
1517122814053663318,27.46,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122814149752684,27.36,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122814261570573,27.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122814357563999,27.09,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122814469480007,26.91,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.49641601562,2.49641601562,0.0
1517122814565380133,26.81,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.49641601562,2.49641601562,0.0
1517122814677372569,26.62,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.49641601562,2.49641601562,0.0
1517122814773504032,26.31,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.49641601562,2.49641601562,0.0
1517122814885224991,25.85,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.49641601562,2.49641601562,0.0
1517122814997109114,25.37,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.49641601562,2.49641601562,0.0
1517122815093010455,24.79,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122815204835699,24.26,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122815300824943,23.58,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122815412830809,23.07,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122815508857214,22.48,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122815620890384,21.92,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122815732614907,21.33,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122815828694975,20.78,-1.1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122815940420017,20.14,-2.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122816036341951,19.92,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122816148416856,19.46,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122816244299472,19.13,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122816356450130,18.85,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122816468000824,18.61,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122816564020398,18.22,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122816675827195,18.19,-2.1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122816771875592,17.95,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122816883644591,17.81,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122816979884166,17.65,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,9.25
1517122817091479007,17.63,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,13.25
1517122817203532946,17.7,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,13.25
1517122817299355449,17.81,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,13.75
1517122817411517348,17.97,-2.3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,13.75
1517122817507357968,18.19,-2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,13.875
1517122817619439419,18.36,-2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,14.25
1517122817715273591,18.55,-3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,14.25
1517122817826990209,18.84,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,14.25
1517122817922956116,19.02,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,14.25
1517122818034831619,19.25,-3.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,14.25
1517122818146780808,19.45,-4.4,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,14.125
1517122818242858228,19.68,-5.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,13.125
1517122818354597410,19.88,-5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122818450491300,19.94,-5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122818562374920,19.98,-5.8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122818658306216,19.93,-6.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122818770353185,19.86,-6.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122818882207782,19.7,-6.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
1517122818978182503,19.68,-6.9,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.49641601562,2.49641601562,0.0
1517122819090073627,19.49,-7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.49641601562,2.49641601562,0.0
1517122819186139396,19.42,-7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.49641601562,2.49641601562,0.0
1517122819297917719,19.24,-7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.49641601562,2.49641601562,0.0
1517122819393812274,18.97,-6.2,12.0,0.0,0.0,0.0,0.0,4.0,0.0,2.49641601562,2.49641601562,0.0
1517122819505908416,18.58,-4.9,12.0,0.0,0.0,0.0,0.0,2.0,0.0,2.49641601562,2.49641601562,0.0
1517122819617630395,18.2,-3.6,12.0,0.0,0.0,0.0,0.0,1.0,0.0,2.49641601562,2.49641601562,0.0
1517122819713507508,17.64,-2.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49641601562,2.49641601562,0.0
