%time,field.lefttype,field.righttype,field.leftconf,field.rightconf,field.curvature,field.heading,field.leftoffset,field.rightoffset
1517122679186993625,2,1,0,2,0.0,0.0,-1.87999999523,1.65999996662
1517122679292594584,2,1,0,2,0.0,0.0,-1.87999999523,1.65999996662
1517122679396759275,2,1,0,2,0.0,0.0,-1.87999999523,1.65999996662
1517122679502758056,2,1,0,2,0.0,0.0,-1.87999999523,1.67999994755
1517122679607635976,2,1,0,2,0.0,0.0,-1.87999999523,1.67999994755
1517122679713115509,0,1,1,2,0.0,0.0,-1.44000005722,1.70000004768
1517122679812719116,2,1,1,2,0.0,0.0,-1.44000005722,1.72000002861
1517122679920352897,2,1,1,2,0.0,0.0,-1.41999995708,1.72000002861
1517122680028521906,0,1,2,2,0.0,0.0,-1.44000005722,1.72000002861
1517122680133829313,0,1,2,2,0.0,0.0,-1.44000005722,1.74000000954
1517122680239433490,0,1,2,2,0.0,0.0,-1.41999995708,1.74000000954
1517122680341590392,0,1,2,2,0.0,0.0,-1.41999995708,1.75999999046
1517122680446492192,0,1,2,2,0.0,0.0,-1.39999997616,1.75999999046
1517122680546568159,0,1,2,2,0.0,0.0,-1.37999999523,1.75999999046
1517122680645748286,0,1,2,2,0.0,0.0,-1.37999999523,1.77999997139
1517122680754997873,0,1,2,2,0.0,0.0,-1.37999999523,1.77999997139
1517122680855218383,0,1,2,2,0.0,0.0,-1.37999999523,1.79999995232
1517122680963299033,0,1,2,2,0.0,0.0,-1.37999999523,1.79999995232
1517122681069156384,0,0,2,2,0.0,0.0,-1.36000001431,1.79999995232
1517122681175301514,0,0,2,2,0.0,0.0,-1.36000001431,1.79999995232
1517122681277484178,0,0,2,2,0.0,0.0,-1.34000003338,1.79999995232
1517122681374190992,0,0,2,2,0.0,0.0,-1.32000005245,1.82000005245
1517122681475222623,0,0,2,2,0.0,0.0,-1.32000005245,1.82000005245
1517122681572270306,0,0,2,2,0.0,0.0,-1.29999995232,1.84000003338
1517122681668626688,0,0,2,2,0.0,0.0,-1.29999995232,1.84000003338
1517122681763618401,0,0,2,2,0.0,0.0,-1.29999995232,1.84000003338
1517122681863074348,0,0,2,2,0.0,0.0,-1.27999997139,1.86000001431
1517122681961744457,0,0,2,2,0.0,0.0,-1.25999999046,1.86000001431
1517122682058969256,0,0,2,2,0.0,0.0,-1.25999999046,1.86000001431
1517122682154458006,0,0,3,2,0.0,0.0,-1.27999997139,1.87999999523
1517122682249281053,0,0,3,2,0.0,0.0,-1.27999997139,1.87999999523
1517122682345571244,0,0,3,2,0.0,0.0,-1.27999997139,1.89999997616
1517122682443696722,0,0,3,2,0.0,0.0,-1.27999997139,1.89999997616
1517122682544785193,0,0,3,2,0.0,0.0,-1.25999999046,1.87999999523
1517122682645177815,2,0,3,2,0.0,0.0,-1.25999999046,1.87999999523
1517122682746401920,0,0,3,2,0.0,0.0,-1.25999999046,1.87999999523
1517122682844060417,0,0,3,2,0.0,0.0,-1.25999999046,1.87999999523
1517122682938695047,0,0,3,2,0.0,0.0,-1.24000000954,1.89999997616
1517122683036985980,0,0,3,2,0.0,0.0,-1.24000000954,1.89999997616
1517122683134935228,0,0,3,2,0.0,0.0,-1.22000002861,1.91999995708
1517122683223399449,0,1,3,2,0.0,0.0,-1.22000002861,1.91999995708
1517122683317500509,0,0,2,2,0.0,0.0,-1.22000002861,1.94000005722
1517122683415529637,0,0,2,2,0.0,0.0,-1.22000002861,1.96000003815
1517122683512587027,0,0,2,2,0.0,0.0,-1.20000004768,1.96000003815
1517122683606567663,0,0,2,2,0.0,0.0,-1.20000004768,1.96000003815
1517122683700297865,0,0,2,2,0.0,0.0,-1.20000004768,1.98000001907
1517122683798772538,0,0,2,2,0.0,0.0,-1.20000004768,1.98000001907
1517122683891844536,0,0,2,2,0.0,0.0,-1.20000004768,1.98000001907
1517122683985159898,0,0,2,2,0.0,0.0,-1.20000004768,2.0
