%time,field.obs0.id,field.obs0.x,field.obs0.y,field.obs0.relspeed,field.obs0.width,field.obs0.length,field.obs0.height,field.obs0.speed,field.obs0.classification,field.obs1.id,field.obs1.x,field.obs1.y,field.obs1.relspeed,field.obs1.width,field.obs1.length,field.obs1.height,field.obs1.speed,field.obs1.classification,field.isvalid
1517122676009165815,40,41.75,-3.875,0.0,0.600000023842,0.0,0.0,0.0,3,37,50.75,-1.375,0.0,0.449999988079,0.0,0.0,0.0,3,1
1517122676110298701,40,41.3125,-3.9375,-4.5,0.600000023842,0.0,0.0,0.0,3,37,53.25,-1.5625,0.0,0.5,0.0,0.0,0.0,3,1
1517122676205927410,40,41.1875,-4.1875,-4.5,0.649999976158,0.0,0.0,0.0,3,37,54.5625,-1.8125,0.0,0.5,0.0,0.0,0.0,3,1
1517122676305766380,40,40.75,-4.25,-5.875,0.649999976158,0.0,0.0,0.0,3,37,53.375,-1.875,0.0,0.5,0.0,0.0,0.0,3,1
1517122676403034139,40,40.3125,-4.3125,-6.25,0.649999976158,0.0,0.0,0.0,3,37,52.0625,-1.9375,0.0,0.5,0.0,0.0,0.0,3,1
1517122676507060559,40,40.5,-4.4375,-6.0625,0.649999976158,0.0,0.0,0.0,3,37,50.0625,-1.9375,0.0,0.449999988079,0.0,0.0,0.0,3,1
1517122676606187641,40,39.6875,-4.5,-5.3125,0.649999976158,0.0,0.0,0.0,3,37,48.5,-1.9375,-6.4375,0.449999988079,0.0,0.0,0.0,3,1
1517122676702671577,40,39.3125,-4.5625,-5.3125,0.649999976158,0.0,0.0,0.0,3,37,47.375,-1.9375,-8.0625,0.449999988079,0.0,0.0,0.0,3,1
1517122676800406668,40,38.5625,-4.6875,-6.0,0.649999976158,0.0,0.0,0.0,3,37,45.0625,-2.0,-8.3125,0.449999988079,0.0,0.0,0.0,3,1
1517122676898407800,37,43.0,-1.9375,-7.9375,0.449999988079,0.0,0.0,0.0,3,40,38.25,-4.75,-4.875,0.649999976158,0.0,0.0,0.0,3,1
1517122676994417507,37,41.875,-1.9375,-7.375,0.449999988079,0.0,0.0,0.0,3,40,37.9375,-4.8125,0.0,0.649999976158,0.0,0.0,0.0,3,1
1517122677092424698,37,42.125,-2.0,-6.1875,0.449999988079,0.0,0.0,0.0,3,40,37.75,-4.875,0.0,0.649999976158,0.0,0.0,0.0,3,1
1517122677191480027,37,42.375,-2.0625,-4.9375,0.449999988079,0.0,0.0,0.0,3,40,36.9375,-5.0,0.0,0.649999976158,0.0,0.0,0.0,3,1
1517122677285926229,40,36.5625,-5.0,-3.875,0.649999976158,0.0,0.0,0.0,3,37,43.1875,-2.125,-5.4375,0.449999988079,0.0,0.0,0.0,3,1
1517122677385408379,40,36.3125,-5.0,-4.4375,0.649999976158,0.0,0.0,0.0,3,37,44.0625,-2.1875,-4.9375,0.449999988079,0.0,0.0,0.0,3,1
