%time,field.lefttype,field.righttype,field.leftconf,field.rightconf,field.curvature,field.heading,field.leftoffset,field.rightoffset
1517122680446474951,0,1,2,2,0.000525780022144,-0.00899999961257,-1.41226553917,2.33773446083
1517122680546562560,0,1,2,2,0.00046862999443,-0.00749999983236,-1.3961327076,2.3538672924
1517122680645742485,0,1,2,2,0.000441960000899,-0.00800000037998,-1.38806629181,2.36193370819
1517122680754993531,0,1,2,2,0.000422910001362,-0.00800000037998,-1.38403320312,2.36596679688
1517122680855213237,0,1,2,2,0.000346710003214,-0.00850000046194,-1.38201665878,2.36798334122
1517122680963298905,0,1,2,2,0.000304799992591,-0.00800000037998,-1.38100838661,2.36899161339
1517122681069152613,0,0,2,2,0.000251460005529,-0.00800000037998,-1.37050414085,2.37949585915
1517122681175296592,0,0,2,2,8.38199994178e-05,-0.00800000037998,-1.36525201797,2.38474798203
1517122681277484550,0,0,2,2,2.66700008069e-05,-0.00850000046194,-1.35262608528,2.39737391472
1517122681374095271,0,0,2,2,2.66700008069e-05,-0.00800000037998,-1.33631300926,2.41368699074
1517122681475224244,0,0,2,2,1.52399998115e-05,-0.00749999983236,-1.32815647125,2.42184352875
1517122681572267169,0,0,2,2,1.52399998115e-05,-0.00749999983236,-1.31407821178,2.43592166901
1517122681668599255,0,0,2,2,0.0,-0.00800000037998,-1.30703902245,2.44296097755
1517122681763610416,0,0,2,2,-2.28600001719e-05,-0.00850000046194,-1.30351948738,2.44648051262
1517122681863069568,0,0,2,2,-1.90499995369e-05,-0.00850000046194,-1.29175972939,2.45824027061
1517122681961738058,0,0,2,2,-2.28600001719e-05,-0.00899999961257,-1.27587985992,2.47412014008
1517122682058955417,0,0,2,2,-2.66700008069e-05,-0.00999999977648,-1.26793992519,2.4820599556
1517122682154458002,0,0,3,2,-0.000316229998134,-0.00949999969453,-1.27396988869,2.47603011131
1517122682249246286,0,0,3,2,-0.000316229998134,-0.00899999961257,-1.27698493004,2.47301506996
1517122682345553930,0,0,3,2,-0.000335279997671,-0.00899999961257,-1.27849245071,2.47150754929
1517122682443692679,0,0,3,2,-0.000190499995369,-0.0109999999404,-1.27924621105,2.47075366974
1517122682544777295,0,0,3,2,-0.000167639998836,-0.0115000000224,-1.26962304115,2.48037695885
1517122682645168663,2,0,3,2,-0.000133349996759,-0.0125000001863,-1.26160764694,2.48839235306
1517122682746402625,0,0,3,2,-3.80999990739e-05,-0.0135000003502,-1.2608038187,2.48919630051
1517122682844047194,0,0,3,2,-2.28600001719e-05,-0.01600000076,-1.26040196419,2.48959803581
1517122682938665286,0,0,3,2,-3.80999995286e-06,-0.0144999995828,-1.25020098686,2.49979901314
1517122683036975527,0,0,3,2,-3.80999995286e-06,-0.0149999996647,-1.2451004982,2.5048995018
1517122683134918566,0,0,3,2,-4.57200003439e-05,-0.0149999996647,-1.2325502634,2.5174498558
1517122683223397332,0,1,3,2,-3.42899984389e-05,-0.0140000004321,-1.22627520561,2.52372479439
1517122683317486386,0,0,2,2,-3.04799996229e-05,-0.0140000004321,-1.22313761711,2.52686238289
1517122683414947317,0,0,2,2,-1.90499995369e-05,-0.0130000002682,-1.22156882286,2.52843117714
1517122683512575093,0,0,2,2,-0.000152399996296,-0.00600000005215,-1.21078443527,2.53921556473
1517122683606504425,0,0,2,2,-0.000270510005066,0.0,-1.20539224148,2.54460763931
1517122683700274738,0,0,2,2,-0.000259079999523,0.0,-1.20269608498,2.54730391502
1517122683798767640,0,0,2,2,-0.000236220002989,0.000500000023749,-1.20134806633,2.54865193367
1517122683891841467,0,0,2,2,-0.000270510005066,0.0010000000475,-1.20067405701,2.54932594299
1517122683985155824,0,0,2,2,-0.00030861000414,0.00249999994412,-1.20033705235,2.54966306686
1517122684080492018,0,0,2,2,-0.000331469986122,0.00200000009499,-1.20016860962,2.54983139038
1517122684171797191,0,0,2,2,-0.00033909000922,0.00200000009499,-1.20008432865,2.54991579056
1517122684263189632,0,0,2,2,-0.000293369987048,0.00249999994412,-1.20004224777,2.54995775223
1517122684355432002,0,0,2,2,-0.000281940010609,0.0010000000475,-1.20002114773,2.54997873306
1517122684446773496,0,0,2,2,-0.000274319987511,-0.00300000002608,-1.2000105381,2.5499894619
1517122684540046625,0,0,2,2,-0.000274319987511,-0.00300000002608,-1.20000529289,2.54999470711
1517122684632871895,0,0,2,2,-0.000270510005066,-0.00249999994412,-1.21000266075,2.53999733925
1517122684723383149,0,0,2,2,-0.000266699993517,-0.00249999994412,-1.21500134468,2.53499865532
1517122684814339303,0,0,2,2,-0.000262890011072,-0.00200000009499,-1.21750068665,2.53249931335
1517122684904767179,0,0,2,2,-0.000270510005066,-0.00150000001304,-1.21875035763,2.53124952316
1517122684993516897,0,0,2,2,-0.000270510005066,-0.00200000009499,-1.21937513351,2.53062486649
1517122685082372329,0,0,2,2,-0.000270510005066,-0.00249999994412,-1.21968758106,2.53031253815
1517122685171850661,0,0,2,2,-0.000281940010609,-0.00300000002608,-1.21984386444,2.53015613556
1517122685264224332,0,0,2,2,-0.000289560004603,-0.00300000002608,-1.22992193699,2.52007818222
1517122685357963722,0,0,2,2,-0.000281940010609,-0.00650000013411,-1.23496103287,2.51503896713
1517122685447629832,0,0,2,2,-0.000281940010609,-0.00600000005215,-1.2374805212,2.51251935959
1517122685540276445,0,0,2,2,-0.000281940010609,-0.00650000013411,-1.23874020576,2.51125979424
1517122685630448588,0,0,2,2,-0.000262890011072,-0.00449999980628,-1.23937010765,2.51062989235
1517122685723005780,2,0,2,2,-0.000262890011072,-0.0054999999702,-1.12498521805,2.62501478195
1517122685814716238,2,0,2,2,-0.000259079999523,-0.00499999988824,-1.12499260902,2.62500739098
